age,job,marital,education,default,balance,housing,loan,contact,month,duration,poutcome,deposit
26.0,blue-collar,single,secondary,no,-46.0,yes,no,unknown,jun,382.0,unknown,yes
,retired,married,tertiary,no,2269.0,no,no,unknown,jun,1210.0,unknown,yes
54.0,services,married,unknown,no,386.0,no,yes,unknown,jun,838.0,unknown,yes
56.0,management,married,tertiary,no,,no,yes,unknown,jun,422.0,unknown,yes
57.0,management,married,tertiary,no,9103.0,no,yes,unknown,jun,1098.0,unknown,yes
29.0,blue-collar,single,secondary,no,908.0,yes,no,unknown,jun,1663.0,unknown,yes
47.0,technician,married,tertiary,no,1694.0,no,yes,unknown,jun,560.0,unknown,yes
57.0,management,married,tertiary,no,-92.0,yes,yes,unknown,jun,1617.0,unknown,yes
40.0,blue-collar,married,secondary,no,188.0,yes,yes,unknown,jun,570.0,unknown,yes
46.0,services,divorced,secondary,no,0.0,no,no,unknown,jun,1023.0,unknown,yes
43.0,blue-collar,,,no,,yes,no,unknown,jun,,unknown,yes
45.0,management,married,tertiary,no,,no,no,unknown,jun,693.0,unknown,yes
24.0,management,married,secondary,no,867.0,yes,no,unknown,jun,546.0,unknown,yes
40.0,blue-collar,married,secondary,no,1009.0,yes,yes,unknown,jun,1036.0,unknown,yes
38.0,services,divorced,unknown,no,6360.0,no,no,unknown,jun,1409.0,unknown,yes
36.0,unemployed,married,tertiary,no,4145.0,no,no,unknown,jun,988.0,unknown,yes
,blue-collar,single,secondary,yes,-27.0,no,no,unknown,jun,498.0,unknown,yes
26.0,admin.,single,primary,no,-122.0,yes,no,unknown,jun,670.0,unknown,yes
43.0,management,married,tertiary,no,149.0,yes,no,unknown,jun,662.0,unknown,yes
25.0,blue-collar,single,primary,no,52.0,yes,no,unknown,jun,528.0,unknown,yes
27.0,blue-collar,married,tertiary,no,335.0,yes,no,unknown,jun,519.0,unknown,yes
,technician,married,tertiary,no,526.0,yes,yes,unknown,jun,677.0,unknown,yes
,admin.,single,secondary,no,-7.0,no,yes,unknown,jun,3183.0,unknown,yes
,blue-collar,married,primary,no,-413.0,no,yes,unknown,jun,422.0,unknown,yes
32.0,admin.,,,no,,no,yes,unknown,jun,,unknown,yes
41.0,blue-collar,single,secondary,no,,yes,no,unknown,jul,479.0,unknown,yes
,technician,single,tertiary,no,0.0,no,no,unknown,jul,1135.0,unknown,yes
27.0,technician,single,secondary,no,158.0,no,no,unknown,jul,650.0,unknown,yes
29.0,services,single,secondary,no,84.0,no,yes,unknown,jul,587.0,unknown,yes
33.0,services,married,secondary,no,,no,yes,unknown,jul,676.0,unknown,yes
36.0,technician,married,primary,no,0.0,no,no,unknown,jul,584.0,unknown,yes
28.0,blue-collar,,secondary,no,,yes,no,cellular,jul,,unknown,yes
55.0,blue-collar,married,secondary,no,49.0,yes,no,cellular,jul,494.0,unknown,yes
,technician,married,secondary,no,,no,no,cellular,jul,615.0,unknown,yes
39.0,technician,single,secondary,no,506.0,yes,no,cellular,jul,718.0,unknown,yes
42.0,blue-collar,divorced,primary,no,213.0,yes,no,cellular,jul,434.0,unknown,yes
33.0,services,single,secondary,no,170.0,no,no,cellular,jul,782.0,unknown,yes
36.0,entrepreneur,divorced,tertiary,no,776.0,no,yes,cellular,jul,,unknown,yes
,technician,married,secondary,no,879.0,no,no,cellular,jul,621.0,unknown,yes
37.0,self-employed,married,secondary,no,1633.0,no,no,cellular,jul,629.0,unknown,yes
46.0,unemployed,married,secondary,no,,no,no,cellular,jul,385.0,unknown,yes
32.0,self-employed,single,tertiary,no,2559.0,no,no,cellular,jul,889.0,unknown,yes
28.0,technician,single,secondary,no,909.0,no,yes,cellular,jul,532.0,unknown,yes
45.0,admin.,divorced,secondary,no,-176.0,no,yes,cellular,jul,574.0,unknown,yes
,blue-collar,single,secondary,yes,1085.0,yes,yes,cellular,jul,599.0,unknown,yes
59.0,blue-collar,divorced,primary,no,,no,yes,cellular,jul,849.0,unknown,yes
47.0,technician,single,secondary,no,,yes,yes,cellular,jul,973.0,unknown,yes
,blue-collar,single,secondary,no,726.0,no,no,cellular,jul,719.0,unknown,yes
31.0,management,single,tertiary,no,296.0,no,yes,cellular,jul,509.0,unknown,yes
,entrepreneur,married,secondary,no,,yes,yes,cellular,jul,740.0,unknown,yes
52.0,entrepreneur,married,tertiary,yes,-468.0,no,no,cellular,jul,534.0,unknown,yes
26.0,self-employed,single,secondary,no,551.0,no,no,cellular,jul,531.0,unknown,yes
25.0,technician,single,secondary,no,0.0,no,yes,cellular,jul,,unknown,yes
25.0,blue-collar,married,secondary,no,,no,yes,cellular,jul,460.0,unknown,yes
28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,jul,681.0,unknown,yes
33.0,entrepreneur,divorced,tertiary,no,,no,yes,cellular,jul,1082.0,unknown,yes
,management,divorced,tertiary,no,,no,yes,cellular,jul,730.0,unknown,yes
36.0,services,married,secondary,no,30.0,no,yes,cellular,jul,716.0,unknown,yes
26.0,blue-collar,single,secondary,yes,,no,yes,cellular,jul,803.0,unknown,yes
38.0,technician,married,secondary,no,0.0,no,no,cellular,jul,635.0,unknown,yes
56.0,blue-collar,single,secondary,no,663.0,no,yes,cellular,jul,819.0,unknown,yes
26.0,admin.,single,secondary,no,102.0,no,yes,cellular,jul,658.0,unknown,yes
26.0,technician,,,no,,no,yes,cellular,jul,,unknown,yes
25.0,blue-collar,,,no,,no,yes,cellular,jul,,unknown,yes
26.0,unemployed,single,secondary,no,111.0,no,no,cellular,jul,537.0,unknown,yes
40.0,blue-collar,married,primary,no,,yes,no,cellular,jul,781.0,unknown,yes
37.0,admin.,married,primary,no,,yes,no,cellular,jul,645.0,unknown,yes
43.0,blue-collar,single,primary,no,0.0,no,no,cellular,jul,1242.0,unknown,yes
41.0,services,divorced,tertiary,no,1583.0,yes,no,cellular,jul,662.0,unknown,yes
49.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,jul,625.0,unknown,yes
29.0,admin.,divorced,tertiary,yes,0.0,no,yes,cellular,jul,426.0,unknown,yes
,services,divorced,secondary,no,,yes,no,cellular,jul,,unknown,yes
,management,,,yes,,yes,yes,cellular,jul,,unknown,yes
,technician,married,secondary,no,-119.0,no,yes,cellular,jul,359.0,unknown,yes
,management,married,tertiary,no,,yes,yes,cellular,jul,,unknown,yes
,blue-collar,married,primary,no,-191.0,yes,yes,cellular,jul,1290.0,unknown,yes
31.0,management,single,tertiary,no,409.0,no,yes,cellular,jul,564.0,unknown,yes
,blue-collar,married,primary,no,3.0,no,yes,cellular,jul,1439.0,unknown,yes
,unemployed,single,primary,no,9.0,no,yes,cellular,jul,919.0,unknown,yes
30.0,blue-collar,single,secondary,no,155.0,yes,yes,cellular,jul,1426.0,unknown,yes
35.0,blue-collar,married,secondary,no,1330.0,no,no,cellular,jul,,unknown,yes
26.0,blue-collar,single,secondary,no,-29.0,yes,no,cellular,jul,998.0,unknown,yes
45.0,entrepreneur,married,unknown,no,,yes,yes,cellular,jul,804.0,unknown,yes
34.0,admin.,married,secondary,no,-33.0,yes,yes,cellular,jul,961.0,unknown,yes
,admin.,single,secondary,no,-170.0,no,yes,cellular,jul,720.0,unknown,yes
25.0,blue-collar,single,secondary,no,1243.0,no,yes,cellular,jul,1341.0,unknown,yes
30.0,blue-collar,single,secondary,no,1598.0,yes,no,cellular,jul,634.0,unknown,yes
30.0,services,married,secondary,no,5.0,no,yes,cellular,jul,829.0,unknown,yes
47.0,services,,secondary,no,,yes,no,cellular,jul,,unknown,yes
57.0,admin.,divorced,secondary,no,658.0,no,no,cellular,jul,724.0,unknown,yes
38.0,management,married,tertiary,no,,yes,no,cellular,jul,,unknown,yes
54.0,technician,,,no,,no,yes,cellular,jul,,unknown,yes
,blue-collar,,,no,,no,no,cellular,jul,,unknown,yes
,blue-collar,married,secondary,no,0.0,yes,yes,cellular,jul,1399.0,unknown,yes
26.0,management,single,tertiary,no,45.0,no,no,cellular,jul,1187.0,unknown,yes
31.0,student,married,primary,no,46.0,yes,no,cellular,jul,487.0,unknown,yes
29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,jul,1097.0,unknown,yes
,blue-collar,married,secondary,no,,yes,no,cellular,jul,1060.0,unknown,yes
60.0,retired,,secondary,no,,no,no,cellular,jul,,unknown,yes
60.0,management,married,tertiary,no,2222.0,yes,no,cellular,jul,1120.0,unknown,yes
29.0,management,single,tertiary,no,983.0,yes,no,cellular,jul,963.0,unknown,yes
55.0,management,divorced,secondary,no,204.0,yes,no,cellular,jul,1973.0,unknown,yes
44.0,admin.,married,secondary,no,1074.0,yes,no,cellular,jul,911.0,unknown,yes
47.0,technician,married,secondary,no,,yes,no,cellular,jul,,unknown,yes
35.0,admin.,married,secondary,no,-203.0,yes,no,cellular,jul,1649.0,unknown,yes
35.0,entrepreneur,married,secondary,no,2436.0,no,yes,cellular,jul,1397.0,unknown,yes
38.0,technician,married,secondary,no,976.0,yes,no,cellular,jul,766.0,unknown,yes
34.0,entrepreneur,married,tertiary,no,146.0,yes,no,cellular,jul,788.0,unknown,yes
,technician,married,secondary,no,156.0,no,yes,cellular,jul,1130.0,unknown,yes
43.0,admin.,married,tertiary,no,189.0,yes,no,cellular,jul,1062.0,unknown,yes
44.0,admin.,divorced,secondary,no,163.0,yes,no,cellular,jul,1669.0,unknown,yes
51.0,services,divorced,secondary,no,242.0,no,yes,cellular,jul,1336.0,unknown,yes
,technician,married,secondary,no,1173.0,yes,no,cellular,jul,444.0,unknown,yes
,technician,married,tertiary,no,0.0,yes,no,cellular,jul,894.0,unknown,yes
59.0,management,married,tertiary,no,296.0,no,yes,cellular,jul,,unknown,yes
25.0,services,single,secondary,no,333.0,no,yes,cellular,jul,1056.0,unknown,yes
,management,married,tertiary,no,3864.0,yes,no,cellular,jul,815.0,unknown,yes
,entrepreneur,married,primary,no,,yes,no,cellular,jul,808.0,unknown,yes
34.0,blue-collar,single,primary,no,-109.0,yes,no,cellular,jul,860.0,unknown,yes
51.0,services,divorced,secondary,no,65.0,no,yes,cellular,jul,881.0,unknown,yes
,retired,married,secondary,no,597.0,no,no,cellular,jul,981.0,unknown,yes
51.0,entrepreneur,,,no,,no,yes,cellular,jul,,unknown,yes
37.0,management,divorced,tertiary,no,,no,no,cellular,jul,514.0,unknown,yes
,blue-collar,single,primary,no,0.0,no,no,cellular,jul,716.0,unknown,yes
46.0,entrepreneur,divorced,secondary,no,-563.0,no,yes,cellular,jul,769.0,unknown,yes
,student,,,no,,no,no,cellular,jul,,unknown,yes
27.0,entrepreneur,married,tertiary,no,139.0,no,no,cellular,jul,448.0,unknown,yes
28.0,management,single,tertiary,no,,yes,no,cellular,jul,767.0,unknown,yes
34.0,blue-collar,single,secondary,no,855.0,yes,no,cellular,jul,578.0,unknown,yes
29.0,blue-collar,single,unknown,no,694.0,yes,yes,cellular,jul,,unknown,yes
27.0,management,single,tertiary,no,,yes,no,cellular,jul,496.0,unknown,yes
26.0,technician,single,secondary,no,354.0,no,no,cellular,jul,,unknown,yes
36.0,management,married,tertiary,no,673.0,yes,no,cellular,jul,,unknown,yes
44.0,blue-collar,married,primary,no,,yes,no,cellular,jul,,unknown,yes
39.0,blue-collar,married,tertiary,no,597.0,no,no,cellular,jul,686.0,unknown,yes
30.0,technician,married,secondary,no,-393.0,yes,yes,cellular,jul,435.0,unknown,yes
31.0,unemployed,divorced,tertiary,no,256.0,yes,no,cellular,jul,873.0,unknown,yes
,blue-collar,married,primary,no,0.0,yes,no,cellular,jul,1222.0,unknown,yes
29.0,blue-collar,married,secondary,no,2870.0,yes,no,cellular,jul,988.0,unknown,yes
43.0,blue-collar,married,secondary,no,184.0,no,yes,cellular,jul,1019.0,unknown,yes
,blue-collar,married,secondary,no,,yes,no,cellular,jul,709.0,unknown,yes
30.0,admin.,single,secondary,no,-36.0,no,no,cellular,jul,561.0,unknown,yes
40.0,blue-collar,married,secondary,no,-839.0,yes,yes,cellular,jul,1018.0,unknown,yes
42.0,services,married,secondary,no,3465.0,yes,yes,cellular,jul,1039.0,unknown,yes
27.0,student,married,secondary,no,,yes,no,cellular,jul,781.0,unknown,yes
35.0,management,married,tertiary,no,36.0,no,yes,cellular,jul,1656.0,unknown,yes
35.0,housemaid,married,primary,no,113.0,yes,no,cellular,jul,923.0,unknown,yes
32.0,blue-collar,,,no,,yes,no,cellular,jul,,unknown,yes
39.0,technician,married,secondary,no,,yes,no,cellular,jul,342.0,unknown,yes
,blue-collar,divorced,secondary,no,-277.0,yes,no,telephone,jul,1008.0,unknown,yes
26.0,services,single,secondary,no,,no,yes,cellular,jul,538.0,unknown,yes
,management,,tertiary,no,,yes,no,cellular,jul,,unknown,yes
27.0,services,single,secondary,no,1820.0,yes,no,cellular,jul,1027.0,unknown,yes
,self-employed,divorced,secondary,no,1904.0,yes,no,cellular,jul,1584.0,unknown,yes
51.0,blue-collar,married,primary,no,201.0,yes,no,cellular,jul,582.0,unknown,yes
33.0,admin.,married,secondary,no,0.0,yes,no,telephone,jul,1448.0,unknown,yes
30.0,technician,single,tertiary,no,,no,no,cellular,jul,656.0,unknown,yes
,housemaid,married,primary,no,3798.0,yes,no,cellular,jul,1208.0,unknown,yes
42.0,blue-collar,divorced,primary,no,301.0,yes,no,cellular,jul,1175.0,unknown,yes
31.0,management,divorced,tertiary,no,294.0,yes,no,cellular,jul,536.0,unknown,yes
27.0,services,married,secondary,no,0.0,yes,no,cellular,jul,,unknown,yes
44.0,blue-collar,single,secondary,no,292.0,no,yes,cellular,jul,1153.0,unknown,yes
,entrepreneur,divorced,secondary,no,2998.0,yes,no,cellular,jul,623.0,unknown,yes
,housemaid,divorced,primary,no,2084.0,yes,no,cellular,jul,1081.0,unknown,yes
32.0,services,divorced,secondary,no,,yes,no,cellular,jul,,unknown,yes
56.0,technician,divorced,secondary,no,,no,no,cellular,jul,536.0,unknown,yes
33.0,blue-collar,married,secondary,no,661.0,yes,no,cellular,jul,968.0,unknown,yes
33.0,blue-collar,married,secondary,no,89.0,yes,no,cellular,jul,278.0,unknown,yes
32.0,self-employed,married,primary,no,102.0,yes,no,cellular,jul,560.0,unknown,yes
,blue-collar,divorced,primary,no,,yes,no,cellular,jul,640.0,unknown,yes
31.0,admin.,single,secondary,no,,no,no,cellular,jul,420.0,unknown,yes
30.0,admin.,divorced,secondary,no,,yes,no,cellular,jul,658.0,unknown,yes
34.0,admin.,divorced,secondary,no,,no,no,cellular,jul,641.0,unknown,yes
43.0,entrepreneur,married,secondary,no,104.0,yes,no,cellular,jul,635.0,unknown,yes
28.0,blue-collar,,secondary,no,,no,no,cellular,jul,,unknown,yes
,admin.,divorced,secondary,no,,no,yes,cellular,jul,1373.0,unknown,yes
31.0,blue-collar,divorced,secondary,no,0.0,yes,yes,cellular,jul,913.0,unknown,yes
35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,jul,799.0,unknown,yes
31.0,management,married,tertiary,no,325.0,yes,no,cellular,jul,1139.0,unknown,yes
25.0,services,single,secondary,no,2311.0,no,yes,cellular,jul,1105.0,unknown,yes
56.0,retired,divorced,tertiary,no,158.0,no,yes,cellular,jul,854.0,unknown,yes
47.0,technician,married,secondary,no,1981.0,yes,no,cellular,jul,919.0,unknown,yes
39.0,management,,tertiary,no,,yes,no,telephone,jul,,unknown,yes
51.0,management,married,tertiary,no,2455.0,yes,no,cellular,jul,553.0,unknown,yes
,technician,divorced,secondary,no,859.0,no,yes,cellular,jul,710.0,unknown,yes
,retired,married,unknown,no,9004.0,no,no,cellular,jul,891.0,unknown,yes
42.0,unemployed,married,unknown,no,970.0,yes,no,telephone,jul,691.0,unknown,yes
56.0,services,married,primary,no,486.0,no,yes,telephone,jul,1877.0,unknown,yes
,housemaid,married,secondary,no,,yes,no,telephone,jul,1130.0,unknown,yes
26.0,blue-collar,single,primary,no,409.0,yes,no,cellular,jul,577.0,unknown,yes
40.0,admin.,single,secondary,no,664.0,no,no,cellular,jul,1342.0,unknown,yes
,technician,single,secondary,no,223.0,no,yes,cellular,jul,1002.0,unknown,yes
35.0,management,single,tertiary,no,-324.0,no,yes,cellular,jul,985.0,unknown,yes
34.0,services,single,secondary,no,-30.0,no,no,cellular,jul,1360.0,unknown,yes
,management,single,tertiary,no,1253.0,no,no,cellular,jul,1134.0,unknown,yes
44.0,management,married,primary,no,4758.0,yes,no,cellular,jul,712.0,unknown,yes
33.0,management,single,tertiary,no,30.0,yes,no,cellular,jul,,unknown,yes
36.0,management,,,no,,no,yes,cellular,jul,,unknown,yes
38.0,technician,married,secondary,no,0.0,yes,no,cellular,jul,1545.0,unknown,yes
,technician,married,tertiary,no,328.0,yes,no,cellular,jul,654.0,unknown,yes
41.0,technician,single,tertiary,no,145.0,no,no,cellular,jul,1833.0,unknown,yes
,management,divorced,unknown,no,465.0,yes,no,cellular,jul,1508.0,unknown,yes
28.0,blue-collar,married,secondary,no,751.0,yes,no,cellular,jul,598.0,unknown,yes
26.0,services,married,secondary,no,-379.0,yes,yes,cellular,jul,1237.0,unknown,yes
39.0,blue-collar,single,secondary,no,0.0,no,no,cellular,jul,864.0,unknown,yes
25.0,admin.,married,unknown,no,349.0,yes,no,cellular,jul,1037.0,unknown,yes
37.0,admin.,married,secondary,no,1110.0,yes,no,telephone,jul,,unknown,yes
25.0,management,married,secondary,no,,yes,no,cellular,jul,,unknown,yes
46.0,management,divorced,tertiary,no,2166.0,yes,no,cellular,jul,870.0,unknown,yes
,blue-collar,single,secondary,no,-247.0,yes,no,cellular,jul,633.0,unknown,yes
,technician,single,tertiary,no,-123.0,no,yes,cellular,jul,690.0,unknown,yes
33.0,services,divorced,secondary,no,44.0,no,yes,cellular,jul,529.0,unknown,yes
32.0,management,single,secondary,no,131.0,yes,yes,cellular,jul,1152.0,unknown,yes
32.0,blue-collar,married,secondary,no,476.0,yes,no,cellular,jul,,unknown,yes
47.0,technician,single,secondary,no,1101.0,yes,no,cellular,jul,957.0,unknown,yes
50.0,entrepreneur,married,tertiary,no,-168.0,yes,no,cellular,jul,1327.0,unknown,yes
27.0,technician,married,secondary,no,-392.0,yes,no,cellular,jul,228.0,unknown,yes
45.0,admin.,married,secondary,no,524.0,yes,no,cellular,jul,808.0,unknown,yes
51.0,admin.,,,no,,no,no,cellular,jul,,unknown,yes
36.0,admin.,married,secondary,no,212.0,yes,yes,cellular,jul,1201.0,unknown,yes
51.0,self-employed,married,secondary,no,95.0,yes,no,cellular,jul,1309.0,unknown,yes
33.0,services,single,tertiary,no,395.0,yes,no,cellular,jul,1359.0,unknown,yes
59.0,technician,married,secondary,no,135.0,yes,yes,cellular,jul,416.0,unknown,yes
38.0,entrepreneur,married,tertiary,no,0.0,no,no,cellular,jul,532.0,unknown,yes
40.0,services,married,secondary,no,471.0,yes,no,cellular,jul,430.0,unknown,yes
51.0,blue-collar,married,primary,no,,yes,no,cellular,jul,853.0,unknown,yes
41.0,entrepreneur,,,no,,no,no,cellular,jul,,unknown,yes
38.0,entrepreneur,married,secondary,no,593.0,yes,yes,cellular,jul,,unknown,yes
,management,married,tertiary,no,1224.0,yes,yes,cellular,jul,1441.0,unknown,yes
28.0,admin.,single,secondary,no,2.0,yes,no,cellular,jul,,unknown,yes
,blue-collar,married,secondary,yes,720.0,no,yes,cellular,jul,651.0,unknown,yes
33.0,management,divorced,tertiary,no,990.0,yes,no,cellular,jul,1491.0,unknown,yes
25.0,student,single,secondary,no,,yes,no,cellular,jul,,unknown,yes
45.0,admin.,divorced,secondary,no,59.0,yes,no,cellular,jul,873.0,unknown,yes
31.0,blue-collar,married,primary,no,33.0,yes,no,cellular,jul,901.0,unknown,yes
28.0,services,single,secondary,no,340.0,yes,no,cellular,jul,821.0,unknown,yes
49.0,technician,divorced,secondary,no,305.0,no,no,cellular,jul,367.0,unknown,yes
,services,,secondary,no,,yes,no,cellular,jul,,unknown,yes
28.0,unemployed,single,tertiary,no,497.0,yes,no,cellular,jul,1602.0,unknown,yes
54.0,retired,married,secondary,no,1371.0,no,no,telephone,jul,1492.0,unknown,yes
28.0,technician,single,tertiary,no,1628.0,yes,no,cellular,jul,,unknown,yes
27.0,technician,single,tertiary,no,372.0,yes,yes,cellular,jul,728.0,unknown,yes
49.0,blue-collar,single,primary,no,566.0,yes,no,cellular,jul,979.0,unknown,yes
53.0,blue-collar,married,primary,no,343.0,yes,no,cellular,jul,616.0,unknown,yes
26.0,technician,single,secondary,no,,no,yes,cellular,jul,784.0,unknown,yes
,services,married,secondary,no,775.0,no,yes,cellular,jul,1000.0,unknown,yes
34.0,blue-collar,single,secondary,no,,no,yes,cellular,jul,,unknown,yes
51.0,retired,married,primary,no,1495.0,no,no,telephone,jul,1946.0,unknown,yes
39.0,housemaid,married,secondary,no,1444.0,no,no,telephone,jul,362.0,unknown,yes
35.0,technician,single,tertiary,no,,yes,no,cellular,jul,743.0,unknown,yes
,unemployed,,primary,no,,yes,no,cellular,jul,,unknown,yes
30.0,management,single,tertiary,no,2.0,yes,yes,cellular,jul,1031.0,unknown,yes
,blue-collar,single,primary,no,1628.0,yes,no,cellular,jul,590.0,unknown,yes
54.0,management,married,secondary,no,1134.0,yes,no,cellular,jul,1330.0,unknown,yes
51.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,jul,,unknown,yes
57.0,retired,divorced,primary,no,63.0,no,yes,cellular,jul,1448.0,unknown,yes
30.0,management,,,no,,yes,no,telephone,jul,,unknown,yes
37.0,blue-collar,single,secondary,no,5024.0,no,yes,cellular,jul,661.0,unknown,yes
